id:ID,name,type,desc,:LABEL
882,"Tp_MIR1p(length, width, pinwidth=None, name='mirlp', groupname=None, icon=None, version=None, store_pins=False)",,Template for MMI1x2 in different xsections.,Function
883,length,float,The length of the MMI,Parameter
884,width,float,The width of the MMI,Parameter
885,pinwidth,optional,The width of the pins,Parameter
886,name,str,The name of the template,Parameter
887,groupname,optional,The name of the group,Parameter
888,icon,optional,The icon for the template,Parameter
889,version,optional,The version of the template,Parameter
890,store_pins,bool,Whether to store the pins,Parameter
891,"Tp_MIR2p(length=70.6, width=39, pinwidth=None, offset=1.5, name='mirlp', groupname=None, icon=None, version=None, store_pins=False)",,Template for MMI1x2 in different xsections.,Function
892,length,float,The length of the MMI,Parameter
893,width,float,The width of the MMI,Parameter
894,pinwidth,optional,The width of the pins,Parameter
895,offset,float,The offset value,Parameter
896,name,str,The name of the template,Parameter
897,groupname,optional,The name of the group,Parameter
898,icon,optional,The icon for the template,Parameter
899,version,optional,The version of the template,Parameter
900,store_pins,bool,Whether to store the pins,Parameter
901,"Tp_MMI1X2(length, width, pinwidth=None, offset=0, name='mmi1x2', groupname=None, icon=None, version=None, store_pins=False)",,Template for MMI1x2 in different xsections.,Function
902,length,float,The length of the MMI,Parameter
903,width,float,The width of the MMI,Parameter
904,pinwidth,optional,The width of the pins,Parameter
905,offset,float,The offset value,Parameter
906,name,str,The name of the template,Parameter
907,groupname,optional,The name of the group,Parameter
908,icon,optional,The icon for the template,Parameter
909,version,optional,The version of the template,Parameter
910,store_pins,bool,Whether to store the pins,Parameter
911,"Tp_MMI2x2(length, width, pinwidth=None, offset=0, name='mmi2x2', groupname=None, icon=None, version=None, store_pins=False)",,Template for MMI2x2.,Function
912,length,float,The length of the MMI,Parameter
913,width,float,The width of the MMI,Parameter
914,pinwidth,optional,The width of the pins,Parameter
915,offset,float,The offset value,Parameter
916,name,str,The name of the template,Parameter
917,groupname,optional,The name of the group,Parameter
918,icon,optional,The icon for the template,Parameter
919,version,optional,The version of the template,Parameter
920,store_pins,bool,Whether to store the pins,Parameter
921,"Tp_Modefilter(length=98.15, width=36, pinwidth=None, name='modefilter', groupname=None, icon=None, version=None, store_pins=False)",,Template for Modefilter in different xsections.,Function
922,length,float,The length of the Modefilter,Parameter
923,width,float,The width of the Modefilter,Parameter
924,pinwidth,optional,The width of the pins,Parameter
925,name,str,The name of the template,Parameter
926,groupname,optional,The name of the group,Parameter
927,icon,optional,The icon for the template,Parameter
928,version,optional,The version of the template,Parameter
929,store_pins,bool,Whether to store the pins,Parameter
930,nazca.pdk_template_pad,,Module defining black box templates for PDK implementation.,Module
931,"Tp_DCpad_circle(diameter=100, pinwidth=None, buf_length=10, buf_width=10, name='DCpad', groupname=', xs=None, dclayer=None)",,Template for DC pad in different xsections.,Function
932,diameter,int,Diameter of the pad,Parameter
933,pinwidth,int,Width of the pin,Parameter
934,buf_length,int,Buffer length,Parameter
935,buf_width,int,Buffer width,Parameter
936,name,str,Name of the pad,Parameter
937,groupname,str,Group name of the pad,Parameter
938,xs,dict,Cross-section details,Parameter
939,dclayer,str,DC layer details,Parameter
940,"TP_DCpad_lw(length=100, width=100, pinwidth=None, name='DCpad_lw', xs=None, groupname=', metal_stub_length=2.0, dclayer=None)",,Template for DC pad in different xsections.,Function
941,length,int,Length of the pad,Parameter
942,width,int,Width of the pad,Parameter
943,pinwidth,int,Width of the pin,Parameter
944,name,str,Name of the pad,Parameter
945,xs,dict,Cross-section details,Parameter
946,groupname,str,Group name of the pad,Parameter
947,metal_stub_length,float,Length of the metal stub,Parameter
948,dclayer,str,DC layer details,Parameter
949,"TP_DCpad_rectangle(length=100, tab_width=0, buf_length=10, buf_width=10, pinwidth=None, name='DCpad', groupname=', xs=None, metal_stub_length=2.0, dclayer=None, icon=None)",,Template for a SQUARE DC pad in different xsections.,Function
950,length,int,Length of the pad,Parameter
951,tab_width,int,Width of the tab,Parameter
952,buf_length,int,Buffer length,Parameter
953,buf_width,int,Buffer width,Parameter
954,pinwidth,int,Width of the pin,Parameter
955,name,str,Name of the pad,Parameter
956,groupname,str,Group name of the pad,Parameter
957,xs,dict,Cross-section details,Parameter
958,metal_stub_length,float,Length of the metal stub,Parameter
959,dclayer,str,DC layer details,Parameter
960,icon,str,Icon details,Parameter
961,"Tp_RFpad(length=100, width=100, pinwidth=None, name='pad_rf', groupname=', xs=None, icon=None)",,Template for RF pad in different xsections.,Function
962,length,int,Length of the pad,Parameter
963,width,int,Width of the pad,Parameter
964,pinwidth,int,Width of the pin,Parameter
965,name,str,Name of the pad,Parameter
966,groupname,str,Group name of the pad,Parameter
967,xs,dict,Cross-section details,Parameter
968,icon,str,Icon details,Parameter
969,nazca.pdk_template_photodiode,,Module defining black box templates for PDK implementation.,Module
970,"Tp_PhotoDetector(length=100, width=50, buf=20, name='BBname', groupname='', pinwidth=None, xs=None, icon=None)",,Template for a photodetector with option to draw a metal DC pad.,Class
971,"Tp_PhotoDetectorRF(length=100, width=50, name='BBname', groupname='', pinwidth=None, xs=None, spaceGS=10, icon=None)",,Template for a photodetector with an option to draw a metal RF GSG pad.,Class
972,nazca.pdk_template_soa,,Module defining black box templates for PDK implementation.,Module
973,"TP_SOA(length=250, width=50, padwidth=200, pinwidth=None, dy_io=45, name='soa', groupname='', xs=None, xs_bb=None, pads=False, metallayer='BB', drawmetal=False, icon=None)",,Template for SOA building block.,Function
974,length,int,length parameter,Parameter
975,width,int,width parameter,Parameter
976,padwidth,int,padwidth parameter,Parameter
977,pinwidth,NoneType,pinwidth parameter,Parameter
978,dy_io,int,dy_io parameter,Parameter
979,name,str,name parameter,Parameter
980,groupname,str,groupname parameter,Parameter
981,xs,NoneType,xs parameter,Parameter
982,xs_bb,NoneType,xs_bb parameter,Parameter
983,pads,bool,pads parameter,Parameter
984,metallayer,str,metallayer parameter,Parameter
985,drawmetal,bool,drawmetal parameter,Parameter
986,icon,NoneType,icon parameter,Parameter
987,nazca.plotting module,,Module for plotting functionalities in Nazca.,Module
988,nazca.simglobal,,,Module
989,"Sim(wl=1.55, pol=0, modes=0,1)",,,Class
990,nazca.slabmode,,Simple slab mode solver.,Module
991,"EIM(Mr=None, Mb=None, w=2.0, wl=1.55, name=None, points=100, view=None)",,Simple 3 layer symmetric slab solver.,Class
992,"plot(title=None, ax=None, **kwargs)",,,Function
993,printAllModes(),,,Function
994,printModeInfo(mode=-1),,,Function
995,nazca.slabsolver,,,Module
996,nazca.trace,,Module for tracing path lengths.,Module
997,trace_append(elm),,Add an element to the active trace.,Function
998,elm,type not specified,element to be added to the trace,Parameter
999,trace_length(name=None),,"Calculate the trace length. If no trace name is provided, the last closed trace will be used.",Function
1000,name,str or int,optional id of the trace to get length for,Parameter
1001,trace_start(name=None),,"Start recording a trace. If no trace name is provided, an ordinal number will be selected.",Function
1002,name,str or int,optional id of the trace to start,Parameter
1003,trace_stop(name=None),,"Stop recording on the trace. If no trace id is given, the last started trace is stopped.",Function
1004,trace_id,str or int,id of the trace to stop,Parameter
1005,,,"Example showing how to start and stop a trace, and query its length.",Example
1006,nazca.util,,,Module
1007,"get_cell_annotation(cell, convert=False)",,Yield the cell's annotations one by one.,Function
1008,cell,str,GDS cell name,Parameter
1009,convert,bool,"If convert is False then return XY as integers, as in GDSII file (nm",Parameter
1010,"get_cell_polygon(cell, convert=False)",,Yield the cell's polygons one by one.,Function
1011,cell,str,GDS cell name,Parameter
1012,convert,bool,"If convert is False then return XY as integers, as in GDSII file (nm",Parameter
1013,"get_cell_polyline(cell, convert=False)",,Yield the cell's polylines one by one.,Function
1014,cell,str,GDS cell name,Parameter
1015,convert,bool,"If convert is False then return XY as integers, as in GDSII file (nm",Parameter
1016,isnotebook(),,Check if code is run in a Jupyter notebook.,Function
1017,make_iter(x),,"Return x as tuple, if x is not a string and not iterable.",Function
1018,x,any,the object to be checked and converted if necessary,Parameter
1019,"md5(x, N=None)",,Return first N characters of md5 hash of argument x. If no N is given the full md5 is returned. The function hashes the (default) string representation of the object.,Function
1020,x,str,string to hash,Parameter
1021,N,int,number of characters in the hash,Parameter
1022,nazca.xsection,,Module defining xsection (cross section) functionality. This includes the Material class.,Module
1023,"Material(Nmat=None, name='', rgb=())",,Define a material. The material can be a physical material or a virtual material. A virtual material is e.g. a slab layer stack and its index is function of wavelength and polarization. The material contains the Neff and color.,Class
1024,Material_util(),,Class with utilities to define the effective index on material data.,Class
1025,"Stack(layers=None, etchdepth=0, background=None, name='', solver=None, view='topview')",,"Class to define layer stacks. A Stack is a list of layers as [(material, width), ...], bottom up with the width (or height) in um. The Stack can be assigned a slab solver having method Neff.",Class
1026,"Xsection(background=None, layers=None, name='', origin='', description='')",,Define a cross-sectional waveguide structure (XS). A structure refers to a type of optical waveguide or metal line.,Class
1027,"modaldata(XSfunc, width, modes=None)",,Calculate Neff against waveguide <width> for <modes> number of modes.,Function
1028,XSfunc,function,function F(width,Parameter
1029,width,list of float,waveguide width in um,Parameter
1030,modes,int,number of modes to calculate (if existing,Parameter
1031,"modalplot(buildXS, width, modes=None)",,Plot modal data.,Function
1032,buildXS,function,function to build xsection,Parameter
1033,width,list of float,waveguide width in um,Parameter
1034,modes,int,number of modes to plot (if existing,Parameter
1035,,,Three vstacks in a hstack,Example
